"igpm_2014_2018";"valor_receita_publica";"rank_receita_uf";"indicador_competitividade";"n_votos";"valor_receita_total";"n_vagas_uf";"situacao_eleitoral";"sexo";"cargo";"ano_eleicao";"uf";"rank_votacao_uf"
"1,3121289";;"118";"Não competitivo";"222";"672,5";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MS";"107"
"1,3121289";"2312,76";"172";"Não competitivo";"144";"2312,76";"17";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"GO";"189"
"1,3121289";;"176";"Não competitivo";"2269";"1099,16";"8";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"DF";"75"
"1,3121289";"118760";"40";"Não competitivo";"5497";"147620";"8";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"DF";"48"
"1,3121289";"29250";"37";"Não competitivo";"108";"29250";"9";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AL";"69"
"1,3121289";;"104";"Não competitivo";"2083";"4249,16";"8";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"MS";"64"
"1,3121289";;"115";"Não competitivo";"2990";"13000";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"DF";"65"
"1,3121289";"2268,29";"162";"Não competitivo";"257";"2268,29";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"DF";"148"
"1,3121289";"15000";"73";"Não competitivo";"1479";"40700";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"DF";"89"
"1,3121289";"1050";"52";"Não competitivo";"8406";"33350";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MS";"28"
"1,3121289";"15000";"71";"Não competitivo";"276";"26000,66";"8";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"MT";"103"
"1,3121289";"2750";"152";"Não competitivo";"651";"3244,2";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"DF";"115"
"1,3121289";"1050";"49";"Não competitivo";"1653";"39494";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MS";"71"
"1,3121289";"90000";"45";"Não competitivo";"1833";"114000";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"DF";"83"
"1,3121289";"203265,79";"24";"Não competitivo";"27044";"421142,01";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MT";"17"
"1,3121289";"232500";"33";"Não competitivo";"4427";"250700";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MT";"45"
"1,3121289";"770000";"14";"Não competitivo";"15657";"998312,2";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MT";"28"
"1,3121289";"1687958";"1";"Competitivo";"143858";"1741793,16";"9";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AL";"2"
"1,3121289";"15000";"84";"Não competitivo";"1054";"23360,67";"17";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"GO";"118"
"1,3121289";"605430";"10";"Competitivo";"120901";"778745";"8";"ELEITO POR QP";"FEMININO";"DEPUTADO FEDERAL";"2018";"MS";"1"
"1,3121289";"2606,47";"120";"Não competitivo";"2530";"2706,47";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MT";"55"
"1,3121289";"3501,87";"134";"Não competitivo";"274";"6601,87";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"DF";"146"
"1,3121289";"60000";"61";"Não competitivo";"319";"60000";"17";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"GO";"163"
"1,3121289";;"96";"Não competitivo";"987";"6672,5";"8";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"MS";"81"
"1,3121289";"551850";"11";"Competitivo";"89385";"688674";"8";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MS";"2"
"1,3121289";"185000";"27";"Não competitivo";"4243";"284108,54";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"DF";"56"
"1,3121289";;"132";"Não competitivo";"400";"139,61";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MT";"95"
"1,3121289";;"39";"Não competitivo";"9176";"156106";"17";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"GO";"46"
"1,3121289";"7323,34";"44";"Não competitivo";"6808";"13393,34";"9";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AL";"27"
"1,3121289";"51852";"64";"Competitivo";"26507";"51852";"17";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"GO";"32"
"1,3121289";"1500";"170";"Não competitivo";"886";"1500";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"DF";"103"
"1,3121289";;"121";"Não competitivo";"2436";"7000";"17";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"GO";"80"
"1,3121289";;"69";"Não competitivo";"6611";"19143,46";"8";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"MS";"34"
"1,3121289";"10000";"80";"Não competitivo";"810";"14535";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MS";"86"
"1,3121289";"181930";"12";"Competitivo";"40470";"1027907";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MT";"12"
"1,3121289";"22308";"58";"Não competitivo";"3236";"47658";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MT";"50"
"1,3121289";;"106";"Não competitivo";"2232";"4100";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MS";"61"
"1,3121289";"2244900";"3";"Competitivo";"28526";"2257500";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"DF";"13"
"1,3121289";"52250";"63";"Não competitivo";"517";"58110";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"DF";"121"
"1,3121289";"31500";"50";"Não competitivo";"993";"60630";"8";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"MT";"81"
"1,3121289";"10000";"68";"Não competitivo";"1004";"19500";"10";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PI";"77"
"1,3121289";;"56";"Não competitivo";"3484";"76864,9";"18";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"78"
"1,3121289";;"174";"Não competitivo";"4451";"50";"18";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"68"
"1,3121289";"550000";"37";"Competitivo";"28218";"554000";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"39"
"1,3121289";"1003871";"4";"Competitivo";"44176";"1724288,99";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"33"
"1,3121289";"600";"134";"Não competitivo";"749";"6600";"25";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"PE";"159"
"1,3121289";"840000";"3";"Competitivo";"92188";"2023103";"25";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"12"
"1,3121289";"969000";"27";"Competitivo";"37369";"981600";"25";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"35"
"1,3121289";"60000";"67";"Não competitivo";"204";"60000";"25";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"PE";"263"
"1,3121289";"52500";"32";"Competitivo";"22400";"236233,24";"18";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"34"
"1,3121289";"104415,2";"56";"Não competitivo";"1220";"104415,2";"25";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"PE";"133"
"1,3121289";;"228";"Não competitivo";"124";"415";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"216"
"1,3121289";"1512500";"3";"Competitivo";"128526";"2058500";"22";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"9"
"1,3121289";"837,8";"125";"Não competitivo";"380";"837,8";"10";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PI";"103"
"1,3121289";"190500";"34";"Não competitivo";"3669";"194500";"18";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"MA";"76"
"1,3121289";"2400";"88";"Não competitivo";"102";"2400";"8";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"RN";"110"
"1,3121289";;"212";"Não competitivo";"2988";"1250";"22";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"CE";"94"
"1,3121289";"3770,66";"150";"Não competitivo";"107";"3770,66";"18";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"183"
"1,3121289";"968077,5";"17";"Competitivo";"132319";"981827,5";"22";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"7"
"1,3121289";"81500";"60";"Não competitivo";"3133";"93520";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"91"
"1,3121289";"2400000";"1";"Competitivo";"62946";"2500000";"22";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"CE";"27"
"1,3121289";"563452,66";"14";"Competitivo";"70828";"603046,16";"10";"ELEITO POR MÉDIA";"FEMININO";"DEPUTADO FEDERAL";"2018";"PI";"10"
"1,3121289";;"69";"Não competitivo";"15170";"56770";"22";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"49"
"1,3121289";"503871";"33";"Competitivo";"102470";"600671";"22";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"15"
"1,3121289";;"155";"Não competitivo";"718";"3310";"25";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"161"
"1,3121289";"3572,16";"144";"Não competitivo";"241";"4572,16";"18";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"170"
"1,3121289";"1740";"187";"Não competitivo";"236";"1740";"25";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"249"
"1,3121289";"31000";"74";"Não competitivo";"8042";"47000";"25";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"63"
"1,3121289";"318750";"16";"Competitivo";"73302";"544504,03";"10";"ELEITO POR MÉDIA";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PI";"8"
"1,3121289";"34200";"33";"Competitivo";"64619";"211600";"18";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"19"
"1,3121289";;"132";"Não competitivo";"3353";"6850";"18";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"81"
"1,3121289";"5000";"151";"Não competitivo";"1387";"6100";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"123"
"1,3121289";"222500";"43";"Competitivo";"27452";"301449,63";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"40"
"1,3121289";"3570,66";"156";"Não competitivo";"391";"3570,66";"18";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"157"
"1,3121289";;"70";"Não competitivo";"7800";"51450";"18";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"54"
"1,3121289";"4253,75";"79";"Não competitivo";"533";"4253,75";"8";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"RN";"89"
"1,3121289";;"118";"Não competitivo";"5342";"14000";"25";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"73"
"1,3121289";"2600";"168";"Não competitivo";"482";"2600";"25";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"202"
"1,3121289";"2400";"63";"Não competitivo";"15596";"59932,2";"18";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"40"
"1,3121289";"9875";"124";"Não competitivo";"13809";"12875";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"52"
"1,3121289";;"52";"Não competitivo";"2948";"18352,65";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RN";"57"
"1,3121289";;"87";"Não competitivo";"20288";"31884,24";"18";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"37"
"1,3121289";;"139";"Não competitivo";"2623";"6299,16";"25";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"PE";"93"
"1,3121289";"250";"235";"Não competitivo";"509";"250";"25";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"PE";"196"
"1,3121289";"3100";"156";"Não competitivo";"8";"3100";"25";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"PE";"326"
"1,3121289";"3000";"42";"Não competitivo";"1977";"58933";"10";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PI";"61"
"1,3121289";"71407,73";"63";"Competitivo";"12026";"73208,73";"25";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"48"
"1,3121289";"542572";"21";"Competitivo";"44080";"797572";"22";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"CE";"34"
"1,3121289";"26000";"85";"Não competitivo";"162";"27000";"25";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"PE";"273"
"1,3121289";"12500";"125";"Não competitivo";"1349";"12800";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"126"
"1,3121289";;"230";"Não competitivo";"209";"263,2";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"203"
"1,3121289";"1000000";"15";"Competitivo";"173777";"1020720";"22";"ELEITO POR QP";"FEMININO";"DEPUTADO FEDERAL";"2018";"CE";"3"
"1,3121289";"5998,2";"65";"Não competitivo";"3117";"21218,2";"10";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PI";"43"
"1,3121289";"7156,75";"67";"Não competitivo";"778";"7156,75";"8";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"RN";"84"
"1,3121289";"14000";"67";"Não competitivo";"16440";"63163,2";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"48"
"1,3121289";;"214";"Não competitivo";"1065";"900";"25";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"143"
"1,3121289";;"46";"Competitivo";"67763";"227124,16";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"24"
"1,3121289";"11000";"124";"Não competitivo";"1002";"12000";"25";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"147"
"1,3121289";"300350";"41";"Competitivo";"20070";"305250";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"44"
"1,3121289";"10000";"80";"Não competitivo";"938";"10800";"10";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"PI";"78"
"1,3121289";"1740";"187";"Não competitivo";"487";"1740";"25";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"201"
"1,3121289";"109097,96";"52";"Competitivo";"75642";"163584,31";"25";"ELEITO POR MÉDIA";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"19"
"1,3121289";;"68";"Não competitivo";"2502";"6530,16";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RN";"60"
"1,3121289";;"127";"Não competitivo";"10903";"12330";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"56"
"1,3121289";"400000";"37";"Não competitivo";"11475";"440000";"25";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"53"
"1,3121289";"1480";"197";"Não competitivo";"252";"2180";"22";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"197"
"1,3121289";"418550";"12";"Competitivo";"111672";"731120,2";"10";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PI";"4"
"1,3121289";"60000";"49";"Não competitivo";"2376";"82428,65";"18";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"MA";"95"
"1,3121289";"12036,15";"129";"Não competitivo";"1226";"12049,35";"22";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"CE";"132"
"1,3121289";"30000";"86";"Não competitivo";"6751";"31908";"18";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"61"
"1,3121289";"19074,08";"102";"Não competitivo";"7305";"23833,08";"22";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"61"
"1,3121289";"16000";"109";"Não competitivo";"562";"16338,4";"18";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"MA";"146"
"1,3121289";"400";"225";"Não competitivo";"144";"400";"25";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"PE";"281"
"1,3121289";"194440";"26";"Não competitivo";"2286";"214740";"10";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"PI";"58"
"1,3121289";"2609,96";"182";"Não competitivo";"1619";"3209,96";"22";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"119"
"1,3121289";"10000";"138";"Não competitivo";"7074";"10000";"22";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"CE";"63"
"1,3121289";"15000";"111";"Não competitivo";"234";"15000";"25";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"251"
"1,3121289";"3934,5";"168";"Não competitivo";"1891";"3934,5";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"112"
"1,3121289";"3572,16";"131";"Não competitivo";"54";"7572,16";"18";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"MA";"188"
"1,3121289";"2605,95";"174";"Não competitivo";"332";"3405,95";"22";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"CE";"190"
"1,3121289";"1317279,12";"8";"Competitivo";"114268";"1734819,32";"25";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"8"
"1,3121289";"350000";"24";"Competitivo";"54131";"1045809,15";"25";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"28"
"1,3121289";;"152";"Não competitivo";"2083";"6004,6";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"108"
"1,3121289";"1000";"205";"Não competitivo";"39";"1000";"25";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"PE";"316"
"1,3121289";"1000000";"7";"Competitivo";"55910";"1325362";"22";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"CE";"29"
"1,3121289";"31000";"47";"Competitivo";"21768";"46850";"10";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PI";"18"
"1,3121289";"50000";"75";"Não competitivo";"297";"50000";"18";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"MA";"162"
"1,3121289";"18080";"101";"Não competitivo";"2252";"18080";"25";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"101"
"1,3121289";;"42";"Competitivo";"56872";"289047";"25";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PE";"27"
"1,3121289";;"51";"Não competitivo";"7884";"19943,26";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RN";"33"
"1,3121289";"1637,8";"121";"Não competitivo";"731";"1637,8";"10";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PI";"83"
"1,3121289";"26807,4";"42";"Não competitivo";"7125";"44178,6";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RN";"37"
"1,3121289";"800";"94";"Não competitivo";"1428";"805";"8";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"RN";"72"
"1,3121289";"13000";"119";"Não competitivo";"1616";"13000";"25";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"PE";"118"
"1,3121289";;"41";"Não competitivo";"2684";"60804,13";"10";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PI";"51"
"1,3121289";"355";"104";"Não competitivo";"488";"3865";"10";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PI";"95"
"1,3121289";;"168";"Não competitivo";"133";"1000";"18";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"MA";"179"
"1,3121289";"1300000";"6";"Competitivo";"10769";"1348100";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AC";"13"
"1,3121289";"4000";"31";"Não competitivo";"6257";"85711,83";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RO";"28"
"1,3121289";"154658";"33";"Não competitivo";"2189";"155168";"8";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"AP";"44"
"1,3121289";"276856";"23";"Não competitivo";"3759";"276856";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AP";"28"
"1,3121289";"34592,48";"50";"Não competitivo";"253";"36092,48";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RR";"91"
"1,3121289";"175000";"16";"Competitivo";"26566";"383246,46";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RO";"11"
"1,3121289";"71500";"47";"Não competitivo";"1953";"71500";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AP";"48"
"1,3121289";"79846,66";"31";"Não competitivo";"1080";"79846,66";"8";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"AM";"64"
"1,3121289";"5500";"56";"Não competitivo";"5576";"6359,7";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"TO";"19"
"1,3121289";"851208,45";"8";"Competitivo";"14069";"851808,45";"8";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AP";"6"
"1,3121289";"1505247,56";"4";"Competitivo";"44789";"1605197,56";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AM";"13"
"1,3121289";;"105";"Não competitivo";"96";"1000";"17";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PA";"128"
"1,3121289";"500";"104";"Não competitivo";"171";"1000";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AP";"91"
"1,3121289";"900000";"10";"Competitivo";"14123";"946636";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AC";"10"
"1,3121289";"7770";"52";"Não competitivo";"1754";"7817,59";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"TO";"42"
"1,3121289";"2140";"120";"Não competitivo";"499";"2440";"8";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"RR";"73"
"1,3121289";"29680,22";"63";"Não competitivo";"5163";"29693,42";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AP";"21"
"1,3121289";"24998";"38";"Não competitivo";"169";"25998";"8";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"TO";"74"
"1,3121289";"518,79";"118";"Não competitivo";"309";"618,79";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AM";"106"
"1,3121289";"11212,99";"79";"Não competitivo";"44";"14212,99";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RR";"123"
"1,3121289";;"102";"Não competitivo";"207";"1000";"8";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"RO";"82"
"1,3121289";;"80";"Não competitivo";"3328";"4303,6";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AM";"42"
"1,3121289";;"87";"Não competitivo";"1452";"3086,8";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RO";"53"
"1,3121289";"166000";"18";"Competitivo";"33038";"310017,89";"8";"ELEITO POR QP";"FEMININO";"DEPUTADO FEDERAL";"2018";"RO";"6"
"1,3121289";"250000";"16";"Competitivo";"7170";"282600";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RR";"12"
"1,3121289";"31500";"61";"Não competitivo";"847";"31500";"8";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"AP";"62"
"1,3121289";"6000";"93";"Não competitivo";"214";"11504";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RR";"96"
"1,3121289";"783,24";"109";"Não competitivo";"265";"783,24";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AM";"109"
"1,3121289";"300";"79";"Não competitivo";"33";"800";"8";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"TO";"80"
"1,3121289";"94242,92";"27";"Não competitivo";"1201";"104242,92";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RR";"48"
"1,3121289";;"62";"Não competitivo";"199";"5000";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"TO";"71"
"1,3121289";"4000";"71";"Não competitivo";"4370";"13140";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RO";"32"
"1,3121289";"2110000";"2";"Competitivo";"34193";"2410862";"8";"ELEITO POR QP";"FEMININO";"DEPUTADO FEDERAL";"2018";"RO";"5"
"1,3121289";"150140";"33";"Não competitivo";"17620";"197083,2";"17";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"PA";"39"
"1,3121289";;"75";"Não competitivo";"124";"58,82";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AC";"66"
"1,3121289";"2582";"103";"Não competitivo";"2032";"7986";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"RR";"36"
"1,3121289";"14300";"49";"Não competitivo";"71";"14300";"8";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2018";"AC";"71"
"1,3121289";"1000";"71";"Não competitivo";"2314";"1750";"8";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2018";"TO";"37"
"1,3121289";"9537,1";"48";"Não competitivo";"1669";"9537,1";"8";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2018";"TO";"43"
"1,3121289";"1500000";"4";"Competitivo";"15336";"1521700";"8";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"AC";"8"
"1,3121289";"310000";"18";"Não competitivo";"3780";"310500";"8";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2018";"AM";"37"
