"igpm_2014_2018";"valor_receita_publica";"rank_receita_uf";"indicador_competitividade";"n_votos";"valor_receita_total";"n_vagas_uf";"situacao_eleitoral";"sexo";"cargo";"ano_eleicao";"uf";"rank_votacao_uf"
"1,3121289";;"429";"Não competitivo";"4222";"19844,46";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"337"
"1,3121289";;"805";"Não competitivo";"716";"3500";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"740"
"1,3121289";;"1186";"Não competitivo";"86";"1,7";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1180"
"1,3121289";;"893";"Não competitivo";"4232";"2300";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"335"
"1,3121289";;"339";"Não competitivo";"24812";"42992,56";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"153"
"1,3121289";;"307";"Não competitivo";"2002";"53994,12";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"481"
"1,3121289";;"355";"Não competitivo";"6574";"34918,76";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"273"
"1,3121289";;"1114";"Não competitivo";"115";"432,92";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1160"
"1,3121289";;"791";"Não competitivo";"303";"3655,95";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"986"
"1,3121289";;"754";"Não competitivo";"905";"4288";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"672"
"1,3121289";;"660";"Não competitivo";"924";"6707";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"668"
"1,3121289";;"247";"Não competitivo";"2327";"91989,4";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"441"
"1,3121289";;"919";"Não competitivo";"395";"2000";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"923"
"1,3121289";;"1023";"Não competitivo";"173";"1010";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1103"
"1,3121289";;"896";"Não competitivo";"1667";"2287";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"519"
"1,3121289";;"36";"Competitivo";"77595";"1925587,85";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"73"
"1,3121289";;"83";"Competitivo";"50257";"874038,55";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"101"
"1,3121289";;"447";"Não competitivo";"669";"17894,09";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"763"
"1,3121289";;"176";"Não competitivo";"6486";"169000,41";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"277"
"1,3121289";;"71";"Competitivo";"54186";"1119068,74";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"93"
"1,3121289";;"457";"Não competitivo";"1524";"17389,27";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"532"
"1,3121289";;"946";"Não competitivo";"870";"1765,5";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"683"
"1,3121289";;"1045";"Não competitivo";"670";"873";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"762"
"1,3121289";;"413";"Não competitivo";"2083";"23014";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"471"
"1,3121289";;"1107";"Não competitivo";"174";"460,6";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1102"
"1,3121289";;"1102";"Não competitivo";"3074";"490";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"381"
"1,3121289";;"1115";"Não competitivo";"545";"412,5";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"837"
"1,3121289";;"1160";"Não competitivo";"2696";"200";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"406"
"1,3121289";;"74";"Competitivo";"37548";"1045437,68";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"121"
"1,3121289";;"1063";"Não competitivo";"2232";"715";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"454"
"1,3121289";;"716";"Não competitivo";"320";"5086,93";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"977"
"1,3121289";;"1155";"Não competitivo";"564";"250";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"825"
"1,3121289";;"205";"Não competitivo";"14335";"126125,58";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"196"
"1,3121289";;"69";"Competitivo";"44164";"1181006,71";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"108"
"1,3121289";;"588";"Não competitivo";"2669";"9015";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"407"
"1,3121289";;"118";"Não competitivo";"25962";"435367";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"149"
"1,3121289";;"12";"Competitivo";"92583";"3502591,27";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"56"
"1,3121289";;"232";"Não competitivo";"2074";"105254,95";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"473"
"1,3121289";;"763";"Não competitivo";"1122";"4098";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"610"
"1,3121289";;"812";"Não competitivo";"312";"3388";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"980"
"1,3121289";;"1126";"Não competitivo";"998";"350";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"647"
"1,3121289";;"845";"Não competitivo";"292";"2987";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"994"
"1,3121289";;"961";"Não competitivo";"244";"1523,81";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1033"
"1,3121289";;"847";"Não competitivo";"558";"2965,76";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"830"
"1,3121289";;"963";"Não competitivo";"612";"1450";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"789"
"1,3121289";;"521";"Não competitivo";"768";"12395,62";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"717"
"1,3121289";;"664";"Não competitivo";"183";"6576,3";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1088"
"1,3121289";;"767";"Não competitivo";"121";"4027,15";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1148"
"1,3121289";;"481";"Não competitivo";"2466";"15695,68";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"430"
"1,3121289";;"119";"Não competitivo";"6577";"423872,5";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"272"
"1,3121289";;"808";"Não competitivo";"560";"3476";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"828"
"1,3121289";;"843";"Não competitivo";"1038";"3000";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"637"
"1,3121289";;"101";"Competitivo";"77963";"580934,84";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"70"
"1,3121289";;"275";"Não competitivo";"9846";"70385,97";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"234"
"1,3121289";;"573";"Não competitivo";"1085";"9850";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"618"
"1,3121289";;"411";"Não competitivo";"3050";"23570,46";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"382"
"1,3121289";;"560";"Não competitivo";"377";"10326,89";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"933"
"1,3121289";;"1185";"Não competitivo";"1044";"38";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"636"
"1,3121289";;"900";"Não competitivo";"590";"2220";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"810"
"1,3121289";;;"Competitivo";"65641";"1326380,24";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"83"
"1,3121289";;"512";"Não competitivo";"2636";"13040";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"410"
"1,3121289";;"738";"Não competitivo";"264";"4647,93";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1015"
"1,3121289";;"663";"Não competitivo";"771";"6640,5";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"714"
"1,3121289";;"1086";"Não competitivo";"21";"550";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1232"
"1,3121289";;"1003";"Não competitivo";"163";"1177,4";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"1110"
"1,3121289";;"956";"Não competitivo";"63";"1578,09";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1200"
"1,3121289";;"759";"Não competitivo";"121";"4182,67";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1148"
"1,3121289";;"273";"Não competitivo";"4447";"71801,8";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"327"
"1,3121289";;"854";"Não competitivo";"55";"2842,65";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1209"
"1,3121289";;"1108";"Não competitivo";"133";"455";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1138"
"1,3121289";;"647";"Não competitivo";"535";"7078,5";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"847"
"1,3121289";;"276";"Não competitivo";"21091";"70286,33";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"164"
"1,3121289";;"184";"Competitivo";"32622";"151378,85";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"130"
"1,3121289";;"606";"Não competitivo";"5912";"8279,34";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"289"
"1,3121289";;"480";"Não competitivo";"888";"15852,91";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"678"
"1,3121289";;"1029";"Não competitivo";"371";"984,1";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"936"
"1,3121289";;"19";"Competitivo";"227210";"2811609,09";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"10"
"1,3121289";;"211";"Não competitivo";"11604";"120859,92";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"213"
"1,3121289";;"590";"Não competitivo";"4319";"8870";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"329"
"1,3121289";;"188";"Competitivo";"130516";"144899,25";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"35"
"1,3121289";;"510";"Não competitivo";"2349";"13212,72";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"438"
"1,3121289";;"128";"Competitivo";"61347";"353626,74";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"87"
"1,3121289";;"403";"Não competitivo";"5617";"24210";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"295"
"1,3121289";;"630";"Não competitivo";"2268";"7650";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"450"
"1,3121289";;"155";"Não competitivo";"23901";"215131,91";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"154"
"1,3121289";;"628";"Não competitivo";"1010";"7719,45";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"641"
"1,3121289";;"134";"Competitivo";"67191";"316915,53";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"81"
"1,3121289";;"103";"Competitivo";"34298";"553154,78";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"128"
"1,3121289";;"1058";"Não competitivo";"402";"747,92";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"917"
"1,3121289";;"384";"Não competitivo";"1776";"27268,32";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"506"
"1,3121289";;"396";"Não competitivo";"7127";"25395,05";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"265"
"1,3121289";;"177";"Não competitivo";"5015";"166686,45";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"314"
"1,3121289";;"975";"Não competitivo";"241";"1350";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1040"
"1,3121289";;"131";"Não competitivo";"12114";"333135,97";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"206"
"1,3121289";;"459";"Não competitivo";"3136";"17212,76";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"377"
"1,3121289";;"32";"Competitivo";"41527";"2129101,15";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"114"
"1,3121289";;"859";"Não competitivo";"511";"2816";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"862"
"1,3121289";;"198";"Não competitivo";"16672";"131850";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"184"
"1,3121289";;"281";"Não competitivo";"14984";"67823,86";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"191"
"1,3121289";;"988";"Não competitivo";"33";"1238,54";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1227"
"1,3121289";;"421";"Não competitivo";"1722";"20890";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"511"
"1,3121289";;"1101";"Não competitivo";"179";"496,38";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1094"
"1,3121289";;"433";"Não competitivo";"2742";"19466,7";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"403"
"1,3121289";;"1160";"Não competitivo";"155";"200";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1125"
"1,3121289";;"1000";"Não competitivo";"1197";"1200";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"599"
"1,3121289";;"1031";"Não competitivo";"709";"967,42";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"742"
"1,3121289";;"18";"Competitivo";"336151";"2833320,42";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"5"
"1,3121289";;"266";"Não competitivo";"2991";"75455,5";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"387"
"1,3121289";;"1";"Competitivo";"138286";"6244292,86";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"31"
"1,3121289";;"964";"Não competitivo";"3047";"1448";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"383"
"1,3121289";;"591";"Não competitivo";"1609";"8868,45";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"526"
"1,3121289";;"623";"Não competitivo";"270";"7800";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"1011"
"1,3121289";;"1048";"Não competitivo";"1331";"850";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"563"
"1,3121289";;"1174";"Não competitivo";"80";"142,4";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1190"
"1,3121289";;"764";"Não competitivo";"453";"4088";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"896"
"1,3121289";;"657";"Não competitivo";"2612";"6790";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"413"
"1,3121289";;"316";"Não competitivo";"2606";"50121,43";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"416"
"1,3121289";;"235";"Não competitivo";"1683";"103739,18";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"515"
"1,3121289";;"785";"Não competitivo";"1101";"3733,89";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"616"
"1,3121289";;"505";"Não competitivo";"2171";"13723,76";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"457"
"1,3121289";;"137";"Competitivo";"168928";"296103,59";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"22"
"1,3121289";;"757";"Não competitivo";"1055";"4250";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"631"
"1,3121289";;"733";"Não competitivo";"200";"4666,46";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1076"
"1,3121289";;"224";"Não competitivo";"17145";"110902,08";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"179"
"1,3121289";;"196";"Competitivo";"50473";"132439,53";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"100"
"1,3121289";;"206";"Não competitivo";"11354";"126089,5";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"215"
"1,3121289";;"1005";"Não competitivo";"624";"1159,9";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"782"
"1,3121289";;"348";"Não competitivo";"912";"38659";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"670"
"1,3121289";;"182";"Não competitivo";"1541";"155333,93";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"530"
"1,3121289";;"288";"Não competitivo";"8191";"63599,53";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"254"
"1,3121289";;"309";"Não competitivo";"934";"53597";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"665"
"1,3121289";;"390";"Não competitivo";"6158";"26141,25";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"285"
"1,3121289";;"476";"Não competitivo";"191";"1650";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"525"
"1,3121289";;"391";"Não competitivo";"226";"4568,5";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"512"
"1,3121289";;"416";"Não competitivo";"14";"4205";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"594"
"1,3121289";;"556";"Não competitivo";"128";"200";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"550"
"1,3121289";;"293";"Não competitivo";"459";"7085";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"436"
"1,3121289";;"54";"Competitivo";"66550";"1012577,76";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"52"
"1,3121289";;"216";"Não competitivo";"643";"12897,04";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"387"
"1,3121289";;"305";"Não competitivo";"290";"6486,5";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"491"
"1,3121289";;"343";"Não competitivo";"761";"5279,25";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"353"
"1,3121289";;"298";"Não competitivo";"1461";"6800";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"264"
"1,3121289";;"484";"Não competitivo";"76";"1270,66";"53";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"572"
"1,3121289";;"92";"Competitivo";"16379";"265170,19";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"99"
"1,3121289";;"246";"Não competitivo";"10084";"10265,19";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"120"
"1,3121289";;"212";"Não competitivo";"3278";"13802";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"191"
"1,3121289";;"541";"Não competitivo";"357";"300";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"466"
"1,3121289";;"336";"Não competitivo";"1058";"5635";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"310"
"1,3121289";;"355";"Não competitivo";"560";"5271,9";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"405"
"1,3121289";;"389";"Não competitivo";"289";"4605";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"494"
"1,3121289";;"430";"Não competitivo";"895";"4000";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"333"
"1,3121289";;"339";"Não competitivo";"757";"5491";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"354"
"1,3121289";;"67";"Competitivo";"47101";"741263,67";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"69"
"1,3121289";;"496";"Não competitivo";"149";"1029,93";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"545"
"1,3121289";;"8";"Competitivo";"101040";"4053221,63";"53";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"33"
"1,3121289";;"153";"Não competitivo";"2159";"39331";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"223"
"1,3121289";;"128";"Não competitivo";"12172";"98055,16";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"113"
"1,3121289";;"461";"Não competitivo";"99";"2296,07";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"559"
"1,3121289";;"468";"Não competitivo";"133";"2010";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"549"
"1,3121289";;"292";"Não competitivo";"942";"7216,13";"53";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"325"
"1,3121289";;"300";"Não competitivo";"814";"6748,55";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"346"
"1,3121289";;"476";"Não competitivo";"222";"1650";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"515"
"1,3121289";;"60";"Competitivo";"67650";"896646,94";"53";"ELEITO POR MÉDIA";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"50"
"1,3121289";;"397";"Não competitivo";"50";"4484";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"583"
"1,3121289";;"448";"Não competitivo";"1532";"3102";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"256"
"1,3121289";;"376";"Não competitivo";"666";"4825";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"376"
"1,3121289";;"447";"Não competitivo";"119";"3153,8";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"553"
"1,3121289";;"499";"Não competitivo";"1078";"977,3";"53";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"308"
"1,3121289";;"47";"Competitivo";"56305";"1205418,26";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"59"
"1,3121289";;"262";"Não competitivo";"109";"8990,61";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"555"
"1,3121289";;"386";"Não competitivo";"567";"4630,6";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"404"
"1,3121289";;"290";"Não competitivo";"527";"7267";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"417"
"1,3121289";;"416";"Não competitivo";"76";"4205";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"572"
"1,3121289";;"553";"Não competitivo";"191";"208,86";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"525"
"1,3121289";;"274";"Não competitivo";"1048";"8164";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"313"
"1,3121289";;"430";"Não competitivo";"334";"4000";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"473"
"1,3121289";;"81";"Não competitivo";"8338";"394686,46";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"130"
"1,3121289";;"326";"Não competitivo";"1362";"5919,65";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"275"
"1,3121289";;"126";"Não competitivo";"2078";"102178,81";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"227"
"1,3121289";;"270";"Não competitivo";"2310";"8277,2";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"217"
"1,3121289";;"63";"Competitivo";"42525";"834160,31";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"73"
"1,3121289";;"204";"Não competitivo";"5046";"15352,7";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"151"
"1,3121289";;"472";"Não competitivo";"1057";"1834,44";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"311"
"1,3121289";;"282";"Não competitivo";"172";"7725,42";"53";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"536"
"1,3121289";;"325";"Não competitivo";"905";"5968,93";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"330"
